Student Name,Student Number,Course Name,Module enrolled in,Module completed,Grade,Module to repeat,
Braydon Vaughn,S742,Neurobiology,Neuronal Signaling,Neuronal Signaling,58,,
Braydon Vaughn,S742,Neurobiology,Neuroplasticity,,19,Neuroplasticity,
Samson Larsen,S743,Neurobiology,Cellular Neurobiology,,18,Cellular Neurobiology,
Samson Larsen,S743,Neurobiology,Neuronal Signaling,Neuronal Signaling,94,,
Samson Larsen,S743,Neurobiology,Neuroplasticity,Neuroplasticity,42,,
Ashleigh Escobar,S744,Neurobiology,Cellular Neurobiology,,28,Cellular Neurobiology,
Ashleigh Escobar,S744,Neurobiology,Neuronal Signaling,,40,Neuronal Signaling,
Ashleigh Escobar,S744,Neurobiology,Neuroplasticity,,8,Neuroplasticity,
Sylas Boyle,S745,Neurobiology,Cellular Neurobiology,,38,Cellular Neurobiology,
Sylas Boyle,S745,Neurobiology,Neuronal Signaling,,40,Neuronal Signaling,
Sylas Boyle,S745,Neurobiology,Neuroplasticity,Neuroplasticity,87,,
Araceli Foley,S746,Neurobiology,Cellular Neurobiology,,37,Cellular Neurobiology,
Araceli Foley,S746,Neurobiology,Neuronal Signaling,,40,Neuronal Signaling,
Araceli Foley,S746,Neurobiology,Neuroplasticity,Neuroplasticity,67,,
Cameron Gibson,S747,Neurobiology,Cellular Neurobiology,,10,Cellular Neurobiology,
Cameron Gibson,S747,Neurobiology,Neuronal Signaling,Neuronal Signaling,82,,
Cameron Gibson,S747,Neurobiology,Neuroplasticity,,23,Neuroplasticity,
Alfonso Marks,S749,Social Work,Introduction to Social Work,Introduction to Social Work,90,,
Alfonso Marks,S749,Social Work,Social Welfare Policy,Social Welfare Policy,85,,
Alfonso Marks,S749,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,79,,
Amiah Mcclain,S750,Social Work,Introduction to Social Work,Introduction to Social Work,46,,
Amiah Mcclain,S750,Social Work,Social Welfare Policy,,7,Social Welfare Policy,
Amiah Mcclain,S750,Social Work,Human Behavior and the Social Environment,,5,Human Behavior and the Social Environment,
Julien Garner,S751,Social Work,Introduction to Social Work,Introduction to Social Work,94,,
Julien Garner,S751,Social Work,Social Welfare Policy,Social Welfare Policy,82,,
Julien Garner,S751,Social Work,Human Behavior and the Social Environment,,18,Human Behavior and the Social Environment,
Devin Bass,S752,Social Work,Introduction to Social Work,,28,Introduction to Social Work,
Devin Bass,S752,Social Work,Social Welfare Policy,Social Welfare Policy,97,,
Devin Bass,S752,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,61,,
Damarion Trujillo,S753,Social Work,Introduction to Social Work,Introduction to Social Work,94,,
Damarion Trujillo,S753,Social Work,Social Welfare Policy,,30,Social Welfare Policy,
Damarion Trujillo,S753,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,65,,
Emilee Patel,S754,Social Work,Introduction to Social Work,,9,Introduction to Social Work,
Emilee Patel,S754,Social Work,Social Welfare Policy,Social Welfare Policy,57,,
Emilee Patel,S754,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,83,,
Anabelle Ramsey,S755,Social Work,Introduction to Social Work,,15,Introduction to Social Work,
Anabelle Ramsey,S755,Social Work,Social Welfare Policy,,16,Social Welfare Policy,
Anabelle Ramsey,S755,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,69,,
Kelsey Leon,S756,Social Work,Introduction to Social Work,Introduction to Social Work,65,,
Kelsey Leon,S756,Social Work,Social Welfare Policy,,6,Social Welfare Policy,
Kelsey Leon,S756,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,75,,
Leonard Duran,S758,Theoretical Physics,Introduction to Theoretical Physics,,0,Introduction to Theoretical Physics,
Leonard Duran,S758,Theoretical Physics,Quantum Field Theory,,13,Quantum Field Theory,
Leonard Duran,S758,Theoretical Physics,Cosmology,,40,Cosmology,
Nylah Salazar,S759,Theoretical Physics,Introduction to Theoretical Physics,Introduction to Theoretical Physics,91,,
Nylah Salazar,S759,Theoretical Physics,Quantum Field Theory,Quantum Field Theory,45,,
Nylah Salazar,S759,Theoretical Physics,Cosmology,,3,Cosmology,
Taniyah Bass,S760,Theoretical Physics,Introduction to Theoretical Physics,,33,Introduction to Theoretical Physics,
Taniyah Bass,S760,Theoretical Physics,Quantum Field Theory,,28,Quantum Field Theory,
Taniyah Bass,S760,Theoretical Physics,Cosmology,,8,Cosmology,
Yadira Estes,S761,Theoretical Physics,Introduction to Theoretical Physics,Introduction to Theoretical Physics,85,,
Yadira Estes,S761,Theoretical Physics,Quantum Field Theory,,35,Quantum Field Theory,
Yadira Estes,S761,Theoretical Physics,Cosmology,,15,Cosmology,
Nyasia Hess,S763,Visual Arts,Art Fundamentals,Art Fundamentals,79,,
Nyasia Hess,S763,Visual Arts,Drawing Techniques,Drawing Techniques,75,,
Nyasia Hess,S763,Visual Arts,Painting Styles,Painting Styles,79,,
Madalynn Moses,S764,Visual Arts,Art Fundamentals,,8,Art Fundamentals,
Madalynn Moses,S764,Visual Arts,Drawing Techniques,,32,Drawing Techniques,
Madalynn Moses,S764,Visual Arts,Painting Styles,Painting Styles,63,,
Nehemiah Burnett,S765,Visual Arts,Art Fundamentals,,18,Art Fundamentals,
Nehemiah Burnett,S765,Visual Arts,Drawing Techniques,Drawing Techniques,66,,
Nehemiah Burnett,S765,Visual Arts,Painting Styles,,21,Painting Styles,
Anabella Booth,S766,Visual Arts,Art Fundamentals,,11,Art Fundamentals,
Anabella Booth,S766,Visual Arts,Drawing Techniques,,11,Drawing Techniques,
Anabella Booth,S766,Visual Arts,Painting Styles,Painting Styles,47,,
King Alvarado,S767,Visual Arts,Art Fundamentals,Art Fundamentals,51,,
King Alvarado,S767,Visual Arts,Drawing Techniques,Drawing Techniques,94,,
King Alvarado,S767,Visual Arts,Painting Styles,,4,Painting Styles,
Salvatore Pitts,S768,Visual Arts,Art Fundamentals,Art Fundamentals,43,,
Salvatore Pitts,S768,Visual Arts,Drawing Techniques,,38,Drawing Techniques,
Salvatore Pitts,S768,Visual Arts,Painting Styles,Painting Styles,67,,
Giovanni Mcdonald,S769,Visual Arts,Art Fundamentals,Art Fundamentals,61,,
Giovanni Mcdonald,S769,Visual Arts,Drawing Techniques,,18,Drawing Techniques,
Giovanni Mcdonald,S769,Visual Arts,Painting Styles,,30,Painting Styles,
Milan Stout,S770,Visual Arts,Art Fundamentals,Art Fundamentals,41,,
Milan Stout,S770,Visual Arts,Drawing Techniques,Drawing Techniques,67,,
Milan Stout,S770,Visual Arts,Painting Styles,Painting Styles,53,,
Kelsey Richardson,S771,Visual Arts,Art Fundamentals,,23,Art Fundamentals,
Kelsey Richardson,S771,Visual Arts,Drawing Techniques,Drawing Techniques,46,,
Kelsey Richardson,S771,Visual Arts,Painting Styles,Painting Styles,56,,
Conner Bryan,S772,Visual Arts,Art Fundamentals,Art Fundamentals,50,,
Conner Bryan,S772,Visual Arts,Drawing Techniques,Drawing Techniques,51,,
Conner Bryan,S772,Visual Arts,Painting Styles,Painting Styles,83,,
Dario Marshall,S774,Entrepreneurship,Introduction to Entrepreneurship,,38,Introduction to Entrepreneurship,
Dario Marshall,S774,Entrepreneurship,Business Planning,Business Planning,87,,
Dario Marshall,S774,Entrepreneurship,Marketing Strategies,Marketing Strategies,57,,
Isabella Oconnell,S775,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,77,,
Isabella Oconnell,S775,Entrepreneurship,Business Planning,,8,Business Planning,
Isabella Oconnell,S775,Entrepreneurship,Marketing Strategies,,15,Marketing Strategies,
Juan Heath,S776,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,49,,
Juan Heath,S776,Entrepreneurship,Business Planning,Business Planning,99,,
Juan Heath,S776,Entrepreneurship,Marketing Strategies,Marketing Strategies,56,,
Delaney Garcia,S777,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,73,,
Delaney Garcia,S777,Entrepreneurship,Business Planning,Business Planning,90,,
Delaney Garcia,S777,Entrepreneurship,Marketing Strategies,Marketing Strategies,43,,
Kaitlynn Leon,S778,Entrepreneurship,Introduction to Entrepreneurship,,33,Introduction to Entrepreneurship,
Kaitlynn Leon,S778,Entrepreneurship,Business Planning,Business Planning,61,,
Kaitlynn Leon,S778,Entrepreneurship,Marketing Strategies,Marketing Strategies,70,,
Ryan Lin,S779,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,41,,
Ryan Lin,S779,Entrepreneurship,Business Planning,Business Planning,56,,
Ryan Lin,S779,Entrepreneurship,Marketing Strategies,Marketing Strategies,80,,
Rowen Mccormick,S780,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,79,,
Rowen Mccormick,S780,Entrepreneurship,Business Planning,Business Planning,67,,
Rowen Mccormick,S780,Entrepreneurship,Marketing Strategies,Marketing Strategies,65,,
Simeon Chen,S781,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,82,,
Simeon Chen,S781,Entrepreneurship,Business Planning,,19,Business Planning,
Simeon Chen,S781,Entrepreneurship,Marketing Strategies,Marketing Strategies,77,,
Emilie Cuevas,S782,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,72,,
Emilie Cuevas,S782,Entrepreneurship,Business Planning,Business Planning,97,,
Emilie Cuevas,S782,Entrepreneurship,Marketing Strategies,Marketing Strategies,60,,
Julianna Ayala,S783,Entrepreneurship,Introduction to Entrepreneurship,,29,Introduction to Entrepreneurship,
Julianna Ayala,S783,Entrepreneurship,Business Planning,,8,Business Planning,
Julianna Ayala,S783,Entrepreneurship,Marketing Strategies,Marketing Strategies,92,,
Santana Pace,S785,Earth Sciences,Introduction to Earth Sciences,,32,Introduction to Earth Sciences,
Santana Pace,S785,Earth Sciences,Geology,Geology,56,,
Santana Pace,S785,Earth Sciences,Meteorology,,21,Meteorology,
Paola Oconnell,S786,Earth Sciences,Introduction to Earth Sciences,,39,Introduction to Earth Sciences,
Paola Oconnell,S786,Earth Sciences,Geology,Geology,59,,
Paola Oconnell,S786,Earth Sciences,Meteorology,,5,Meteorology,
Allie Gay,S787,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,58,,
Allie Gay,S787,Earth Sciences,Geology,,37,Geology,
Allie Gay,S787,Earth Sciences,Meteorology,,26,Meteorology,
Giancarlo Mclean,S788,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,49,,
Giancarlo Mclean,S788,Earth Sciences,Geology,Geology,54,,
Giancarlo Mclean,S788,Earth Sciences,Meteorology,Meteorology,66,,
Brendon Middleton,S789,Earth Sciences,Introduction to Earth Sciences,,9,Introduction to Earth Sciences,
Brendon Middleton,S789,Earth Sciences,Geology,Geology,76,,
Brendon Middleton,S789,Earth Sciences,Meteorology,,8,Meteorology,
Jewel Black,S790,Earth Sciences,Introduction to Earth Sciences,,20,Introduction to Earth Sciences,
Jewel Black,S790,Earth Sciences,Geology,,9,Geology,
Jewel Black,S790,Earth Sciences,Meteorology,,36,Meteorology,
Giovanna Poole,S791,Earth Sciences,Introduction to Earth Sciences,,13,Introduction to Earth Sciences,
Giovanna Poole,S791,Earth Sciences,Geology,,21,Geology,
Giovanna Poole,S791,Earth Sciences,Meteorology,Meteorology,58,,
Chace Wiggins,S793,Anthropological Linguistics,Linguistic Anthropology II,,15,Linguistic Anthropology II,
Chace Wiggins,S793,Anthropological Linguistics,Language Typology,,23,Language Typology,
Chace Wiggins,S793,Anthropological Linguistics,Sociolinguistics,,27,Sociolinguistics,
Lawrence Villegas,S794,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,70,,
Lawrence Villegas,S794,Anthropological Linguistics,Language Typology,,10,Language Typology,
Lawrence Villegas,S794,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,54,,
Caitlin Moss,S795,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,65,,
Caitlin Moss,S795,Anthropological Linguistics,Language Typology,Language Typology,98,,
Caitlin Moss,S795,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,79,,
Amare Stark,S796,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,89,,
Amare Stark,S796,Anthropological Linguistics,Language Typology,,32,Language Typology,
Amare Stark,S796,Anthropological Linguistics,Sociolinguistics,,28,Sociolinguistics,
Carolina Hogan,S797,Anthropological Linguistics,Linguistic Anthropology II,,22,Linguistic Anthropology II,
Carolina Hogan,S797,Anthropological Linguistics,Language Typology,Language Typology,88,,
Carolina Hogan,S797,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,54,,
Kamden Winters,S798,Anthropological Linguistics,Linguistic Anthropology II,,4,Linguistic Anthropology II,
Kamden Winters,S798,Anthropological Linguistics,Language Typology,Language Typology,87,,
Kamden Winters,S798,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,85,,
Cristina Kerr,S799,Anthropological Linguistics,Linguistic Anthropology II,,24,Linguistic Anthropology II,
Cristina Kerr,S799,Anthropological Linguistics,Language Typology,Language Typology,55,,
Cristina Kerr,S799,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,54,,
Patricia Carson,S800,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,55,,
Patricia Carson,S800,Anthropological Linguistics,Language Typology,Language Typology,42,,
Patricia Carson,S800,Anthropological Linguistics,Sociolinguistics,,12,Sociolinguistics,
Maliah Skinner,S802,Public Policy,Public Policy Analysis II,,20,Public Policy Analysis II,
Maliah Skinner,S802,Public Policy,Policy Implementation II,,24,Policy Implementation II,
Maliah Skinner,S802,Public Policy,Policy Evaluation II,,4,Policy Evaluation II,
Riley Kim,S803,Public Policy,Public Policy Analysis II,Public Policy Analysis II,63,,
Riley Kim,S803,Public Policy,Policy Implementation II,,15,Policy Implementation II,
Riley Kim,S803,Public Policy,Policy Evaluation II,Policy Evaluation II,62,,
Stefan Parker,S804,Public Policy,Public Policy Analysis II,,2,Public Policy Analysis II,
Stefan Parker,S804,Public Policy,Policy Implementation II,Policy Implementation II,48,,
Stefan Parker,S804,Public Policy,Policy Evaluation II,,8,Policy Evaluation II,
Emiliano Gay,S805,Public Policy,Public Policy Analysis II,,14,Public Policy Analysis II,
Emiliano Gay,S805,Public Policy,Policy Implementation II,,37,Policy Implementation II,
Emiliano Gay,S805,Public Policy,Policy Evaluation II,Policy Evaluation II,95,,
Avery Wheeler,S806,Public Policy,Public Policy Analysis II,,14,Public Policy Analysis II,
Avery Wheeler,S806,Public Policy,Policy Implementation II,,20,Policy Implementation II,
Avery Wheeler,S806,Public Policy,Policy Evaluation II,Policy Evaluation II,44,,
Renee Benjamin,S807,Public Policy,Public Policy Analysis II,Public Policy Analysis II,56,,
Renee Benjamin,S807,Public Policy,Policy Implementation II,Policy Implementation II,88,,
Renee Benjamin,S807,Public Policy,Policy Evaluation II,,8,Policy Evaluation II,
Brian Waters,S809,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,,17,Neuro Linguistic Programming Fundamentals,
Brian Waters,S809,Neuro Linguistic Programming,Language Patterns,Language Patterns,48,,
Brian Waters,S809,Neuro Linguistic Programming,Belief Change Techniques,Belief Change Techniques,90,,
Meghan Howell,S810,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,,17,Neuro Linguistic Programming Fundamentals,
Meghan Howell,S810,Neuro Linguistic Programming,Language Patterns,,39,Language Patterns,
Meghan Howell,S810,Neuro Linguistic Programming,Belief Change Techniques,,27,Belief Change Techniques,
Marcos Harper,S811,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,,9,Neuro Linguistic Programming Fundamentals,
Marcos Harper,S811,Neuro Linguistic Programming,Language Patterns,Language Patterns,62,,
Marcos Harper,S811,Neuro Linguistic Programming,Belief Change Techniques,,16,Belief Change Techniques,
Elian Rich,S812,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,Neuro Linguistic Programming Fundamentals,96,,
Elian Rich,S812,Neuro Linguistic Programming,Language Patterns,,25,Language Patterns,
Elian Rich,S812,Neuro Linguistic Programming,Belief Change Techniques,,26,Belief Change Techniques,
Phoenix Deleon,S813,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,,14,Neuro Linguistic Programming Fundamentals,
Phoenix Deleon,S813,Neuro Linguistic Programming,Language Patterns,,8,Language Patterns,
Phoenix Deleon,S813,Neuro Linguistic Programming,Belief Change Techniques,,0,Belief Change Techniques,
Shayna Rojas,S814,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,,16,Neuro Linguistic Programming Fundamentals,
Shayna Rojas,S814,Neuro Linguistic Programming,Language Patterns,Language Patterns,85,,
Shayna Rojas,S814,Neuro Linguistic Programming,Belief Change Techniques,,28,Belief Change Techniques,
Quinten Harper,S815,Neuro Linguistic Programming,Neuro Linguistic Programming Fundamentals,,13,Neuro Linguistic Programming Fundamentals,
Quinten Harper,S815,Neuro Linguistic Programming,Language Patterns,Language Patterns,81,,
Quinten Harper,S815,Neuro Linguistic Programming,Belief Change Techniques,,19,Belief Change Techniques,
Alisa Osborne,S817,Artificial Intelligence,Introduction to Artificial Intelligence,,30,Introduction to Artificial Intelligence,
Alisa Osborne,S817,Artificial Intelligence,Machine Learning II,Machine Learning II,77,,
Alisa Osborne,S817,Artificial Intelligence,Deep Learning,Deep Learning,92,,
Dayami Mathews,S818,Artificial Intelligence,Introduction to Artificial Intelligence,Introduction to Artificial Intelligence,70,,
Dayami Mathews,S818,Artificial Intelligence,Machine Learning II,Machine Learning II,92,,
Dayami Mathews,S818,Artificial Intelligence,Deep Learning,,4,Deep Learning,
Kayleen Fritz,S819,Artificial Intelligence,Introduction to Artificial Intelligence,,18,Introduction to Artificial Intelligence,
Kayleen Fritz,S819,Artificial Intelligence,Machine Learning II,,3,Machine Learning II,
Kayleen Fritz,S819,Artificial Intelligence,Deep Learning,,19,Deep Learning,
Evelyn Abbott,S820,Artificial Intelligence,Introduction to Artificial Intelligence,,15,Introduction to Artificial Intelligence,
Evelyn Abbott,S820,Artificial Intelligence,Machine Learning II,Machine Learning II,80,,
Evelyn Abbott,S820,Artificial Intelligence,Deep Learning,Deep Learning,96,,
Pranav Davenport,S821,Artificial Intelligence,Introduction to Artificial Intelligence,Introduction to Artificial Intelligence,90,,
Pranav Davenport,S821,Artificial Intelligence,Machine Learning II,,20,Machine Learning II,
Pranav Davenport,S821,Artificial Intelligence,Deep Learning,Deep Learning,71,,
Lailah Stanton,S823,Chemical Biology,Biochemical Principles,Biochemical Principles,64,,
Lailah Stanton,S823,Chemical Biology,Cellular and Molecular Biology,,31,Cellular and Molecular Biology,
Lailah Stanton,S823,Chemical Biology,Structural Biology,,14,Structural Biology,
Selina Booker,S824,Chemical Biology,Biochemical Principles,Biochemical Principles,54,,
Selina Booker,S824,Chemical Biology,Cellular and Molecular Biology,Cellular and Molecular Biology,86,,
Selina Booker,S824,Chemical Biology,Structural Biology,,28,Structural Biology,
Dayana Velasquez,S825,Chemical Biology,Biochemical Principles,,20,Biochemical Principles,
Dayana Velasquez,S825,Chemical Biology,Cellular and Molecular Biology,Cellular and Molecular Biology,86,,
Dayana Velasquez,S825,Chemical Biology,Structural Biology,Structural Biology,46,,
Elliott Rush,S826,Chemical Biology,Biochemical Principles,,27,Biochemical Principles,
Elliott Rush,S826,Chemical Biology,Cellular and Molecular Biology,Cellular and Molecular Biology,76,,
Elliott Rush,S826,Chemical Biology,Structural Biology,Structural Biology,77,,
Elvis Miranda,S827,Chemical Biology,Biochemical Principles,,24,Biochemical Principles,
Elvis Miranda,S827,Chemical Biology,Cellular and Molecular Biology,Cellular and Molecular Biology,43,,
Elvis Miranda,S827,Chemical Biology,Structural Biology,Structural Biology,83,,
Edith Roman,S828,Chemical Biology,Biochemical Principles,Biochemical Principles,98,,
Edith Roman,S828,Chemical Biology,Cellular and Molecular Biology,,33,Cellular and Molecular Biology,
Edith Roman,S828,Chemical Biology,Structural Biology,Structural Biology,55,,
Chad Woodward,S829,Chemical Biology,Biochemical Principles,Biochemical Principles,84,,
Chad Woodward,S829,Chemical Biology,Cellular and Molecular Biology,Cellular and Molecular Biology,91,,
Chad Woodward,S829,Chemical Biology,Structural Biology,,24,Structural Biology,
Luz Logan,S830,Chemical Biology,Biochemical Principles,,19,Biochemical Principles,
Luz Logan,S830,Chemical Biology,Cellular and Molecular Biology,,30,Cellular and Molecular Biology,
Luz Logan,S830,Chemical Biology,Structural Biology,Structural Biology,66,,
Cecelia Oconnell,S831,Chemical Biology,Biochemical Principles,Biochemical Principles,93,,
Cecelia Oconnell,S831,Chemical Biology,Cellular and Molecular Biology,,40,Cellular and Molecular Biology,
Cecelia Oconnell,S831,Chemical Biology,Structural Biology,Structural Biology,81,,
Eileen Garcia,S832,Chemical Biology,Biochemical Principles,Biochemical Principles,60,,
Eileen Garcia,S832,Chemical Biology,Cellular and Molecular Biology,,11,Cellular and Molecular Biology,
Eileen Garcia,S832,Chemical Biology,Structural Biology,Structural Biology,98,,
Misael Floyd,S833,Chemical Biology,Biochemical Principles,Biochemical Principles,41,,
Misael Floyd,S833,Chemical Biology,Cellular and Molecular Biology,,23,Cellular and Molecular Biology,
Misael Floyd,S833,Chemical Biology,Structural Biology,,14,Structural Biology,
Karley Dougherty,S835,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,41,,
Karley Dougherty,S835,Conflict Resolution,Machine Learning III,Machine Learning III,89,,
Karley Dougherty,S835,Conflict Resolution,Big Data Analytics,,30,Big Data Analytics,
Ashton Mccann,S836,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,56,,
Ashton Mccann,S836,Conflict Resolution,Machine Learning III,Machine Learning III,70,,
Ashton Mccann,S836,Conflict Resolution,Big Data Analytics,,9,Big Data Analytics,
Catalina Murray,S837,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,66,,
Catalina Murray,S837,Conflict Resolution,Machine Learning III,,4,Machine Learning III,
Catalina Murray,S837,Conflict Resolution,Big Data Analytics,,14,Big Data Analytics,
Marian Jacobs,S838,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,60,,
Marian Jacobs,S838,Conflict Resolution,Machine Learning III,,6,Machine Learning III,
Marian Jacobs,S838,Conflict Resolution,Big Data Analytics,Big Data Analytics,45,,
Charity Velazquez,S839,Conflict Resolution,Advanced Data Science Techniques II,,22,Advanced Data Science Techniques II,
Charity Velazquez,S839,Conflict Resolution,Machine Learning III,,2,Machine Learning III,
Charity Velazquez,S839,Conflict Resolution,Big Data Analytics,Big Data Analytics,46,,
Samara Ortega,S840,Conflict Resolution,Advanced Data Science Techniques II,,1,Advanced Data Science Techniques II,
Samara Ortega,S840,Conflict Resolution,Machine Learning III,Machine Learning III,90,,
Samara Ortega,S840,Conflict Resolution,Big Data Analytics,Big Data Analytics,96,,
Braiden Short,S841,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,53,,
Braiden Short,S841,Conflict Resolution,Machine Learning III,Machine Learning III,55,,
Braiden Short,S841,Conflict Resolution,Big Data Analytics,Big Data Analytics,82,,
Monserrat Barry,S842,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,42,,
Monserrat Barry,S842,Conflict Resolution,Machine Learning III,,23,Machine Learning III,
Monserrat Barry,S842,Conflict Resolution,Big Data Analytics,Big Data Analytics,51,,
Tyree Whitehead,S843,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,88,,
Tyree Whitehead,S843,Conflict Resolution,Machine Learning III,Machine Learning III,44,,
Tyree Whitehead,S843,Conflict Resolution,Big Data Analytics,Big Data Analytics,50,,
Denzel Norman,S844,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,82,,
Denzel Norman,S844,Conflict Resolution,Machine Learning III,Machine Learning III,98,,
Denzel Norman,S844,Conflict Resolution,Big Data Analytics,Big Data Analytics,52,,
Kamari Patel,S845,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,90,,
Kamari Patel,S845,Conflict Resolution,Machine Learning III,,30,Machine Learning III,
Kamari Patel,S845,Conflict Resolution,Big Data Analytics,,37,Big Data Analytics,
Amiyah Coleman,S846,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,45,,
Amiyah Coleman,S846,Conflict Resolution,Machine Learning III,Machine Learning III,81,,
Amiyah Coleman,S846,Conflict Resolution,Big Data Analytics,Big Data Analytics,74,,
Darlene Daugherty,S847,Conflict Resolution,Advanced Data Science Techniques II,Advanced Data Science Techniques II,77,,
Darlene Daugherty,S847,Conflict Resolution,Machine Learning III,,25,Machine Learning III,
Darlene Daugherty,S847,Conflict Resolution,Big Data Analytics,,31,Big Data Analytics,
Kaylen Tanner,S849,Supply Chain Management,Software Development Fundamentals,,12,Software Development Fundamentals,
Kaylen Tanner,S849,Supply Chain Management,Web Development,,23,Web Development,
Kaylen Tanner,S849,Supply Chain Management,Software Testing and Quality Assurance,,26,Software Testing and Quality Assurance,
Moriah Cohen,S850,Supply Chain Management,Software Development Fundamentals,Software Development Fundamentals,58,,
Moriah Cohen,S850,Supply Chain Management,Web Development,,10,Web Development,
Moriah Cohen,S850,Supply Chain Management,Software Testing and Quality Assurance,,39,Software Testing and Quality Assurance,
Jax Mcgowan,S851,Supply Chain Management,Software Development Fundamentals,,22,Software Development Fundamentals,
Jax Mcgowan,S851,Supply Chain Management,Web Development,Web Development,45,,
Jax Mcgowan,S851,Supply Chain Management,Software Testing and Quality Assurance,Software Testing and Quality Assurance,41,,
Carmen Hooper,S852,Supply Chain Management,Software Development Fundamentals,Software Development Fundamentals,73,,
Carmen Hooper,S852,Supply Chain Management,Web Development,,5,Web Development,
Carmen Hooper,S852,Supply Chain Management,Software Testing and Quality Assurance,,19,Software Testing and Quality Assurance,
Celia Kramer,S853,Supply Chain Management,Software Development Fundamentals,Software Development Fundamentals,70,,
Celia Kramer,S853,Supply Chain Management,Web Development,,10,Web Development,
Celia Kramer,S853,Supply Chain Management,Software Testing and Quality Assurance,,3,Software Testing and Quality Assurance,
Malakhi Gentry,S854,Supply Chain Management,Software Development Fundamentals,,33,Software Development Fundamentals,
Malakhi Gentry,S854,Supply Chain Management,Web Development,Web Development,71,,
Malakhi Gentry,S854,Supply Chain Management,Software Testing and Quality Assurance,,7,Software Testing and Quality Assurance,
Amelie Hendricks,S855,Supply Chain Management,Software Development Fundamentals,Software Development Fundamentals,74,,
Amelie Hendricks,S855,Supply Chain Management,Web Development,Web Development,93,,
Amelie Hendricks,S855,Supply Chain Management,Software Testing and Quality Assurance,,1,Software Testing and Quality Assurance,
Jimmy Estrada,S856,Supply Chain Management,Software Development Fundamentals,Software Development Fundamentals,77,,
Jimmy Estrada,S856,Supply Chain Management,Web Development,,8,Web Development,
Jimmy Estrada,S856,Supply Chain Management,Software Testing and Quality Assurance,,25,Software Testing and Quality Assurance,
Giovanny Gilbert,S857,Supply Chain Management,Software Development Fundamentals,,29,Software Development Fundamentals,
Giovanny Gilbert,S857,Supply Chain Management,Web Development,Web Development,43,,
Giovanny Gilbert,S857,Supply Chain Management,Software Testing and Quality Assurance,Software Testing and Quality Assurance,78,,
Willow Cameron,S858,Supply Chain Management,Software Development Fundamentals,,32,Software Development Fundamentals,
Willow Cameron,S858,Supply Chain Management,Web Development,,9,Web Development,
Willow Cameron,S858,Supply Chain Management,Software Testing and Quality Assurance,Software Testing and Quality Assurance,76,,
Adelaide Logan,S859,Supply Chain Management,Software Development Fundamentals,,14,Software Development Fundamentals,
Adelaide Logan,S859,Supply Chain Management,Web Development,,19,Web Development,
Adelaide Logan,S859,Supply Chain Management,Software Testing and Quality Assurance,,1,Software Testing and Quality Assurance,
